0.000000000000000000e+00 2.604166666666666782e-02 3.678160919540229834e-01 3.067888857061014107e-01 2.848101265822784445e-01 5.833333333333333703e-01
2.000000000000000111e-01 1.692708333333333426e-01 2.183908045977011603e-01 2.509309653394443118e-01 4.430379746835442778e-01 1.000000000000000000e+00
1.000000000000000000e+00 4.947916666666666852e-01 2.528735632183908288e-01 5.073044972787167373e-01 8.354430379746834445e-01 7.500000000000000000e-01
2.000000000000000111e-01 2.864583333333333218e-02 8.045977011494252762e-02 3.179604697794328333e-02 4.493670886075949999e-01 9.166666666666666297e-01
1.000000000000000000e+00 6.458333333333333703e-01 5.402298850574712707e-01 6.963620739043253627e-01 2.974683544303796667e-01 6.666666666666666297e-01
5.999999999999999778e-01 4.192708333333333148e-01 6.839080459770114917e-01 5.144657691205958283e-01 2.784810126582278333e-01 6.666666666666666297e-01
1.000000000000000000e+00 6.041666666666666297e-01 4.827586206896551935e-01 6.362073904325408202e-01 3.797468354430379445e-01 5.000000000000000000e-01
1.000000000000000000e+00 8.593750000000000000e-01 7.413793103448276245e-01 1.000000000000000000e+00 1.898734177215189722e-01 8.333333333333332871e-02
2.000000000000000111e-01 5.208333333333333565e-02 1.149425287356321823e-02 1.965052993411629811e-01 9.303797468354430000e-01 8.333333333333333703e-01
2.000000000000000111e-01 1.119791666666666713e-01 2.816091954022988397e-01 1.801775995416786125e-01 4.113924050632911111e-01 1.666666666666666574e-01
5.999999999999999778e-01 4.687500000000000000e-01 3.103448275862069061e-01 4.832426238900028870e-01 5.063291139240505556e-01 3.333333333333333148e-01
5.999999999999999778e-01 4.687500000000000000e-01 1.494252873563218509e-01 5.107419077628186921e-01 7.594936708860758889e-01 4.166666666666666852e-01
2.000000000000000111e-01 1.276041666666666574e-01 2.068965517241379282e-01 3.067888857061014107e-01 6.582278481012656668e-01 1.000000000000000000e+00
2.000000000000000111e-01 2.239583333333333426e-01 2.643678160919540332e-01 2.681180177599541414e-01 3.481012658227847778e-01 1.000000000000000000e+00
1.000000000000000000e+00 7.291666666666666297e-01 6.839080459770114917e-01 7.519335433973073357e-01 1.898734177215189722e-01 1.666666666666666574e-01
1.000000000000000000e+00 6.093750000000000000e-01 5.977011494252874035e-01 5.794901174448582326e-01 1.582278481012658056e-01 1.666666666666666574e-01
5.999999999999999778e-01 3.333333333333333148e-01 2.816091954022988397e-01 3.594958464623317362e-01 4.430379746835442778e-01 2.500000000000000000e-01
2.000000000000000111e-01 1.197916666666666713e-01 2.011494252873563260e-01 1.635634488685190624e-01 4.999999999999998890e-01 5.000000000000000000e-01
1.000000000000000000e+00 6.171875000000000000e-01 8.850574712643678454e-01 7.811515325121741737e-01 3.797468354430379445e-01 0.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.748496132913205159e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 8.593750000000000000e-01 7.701149425287355799e-01 7.364651962188484280e-01 1.329113924050632500e-01 5.833333333333333703e-01
2.000000000000000111e-01 4.947916666666666435e-02 1.436781609195402210e-01 9.767974792323116939e-02 3.734177215189873333e-01 6.666666666666666297e-01
5.999999999999999778e-01 4.687500000000000000e-01 2.413793103448275967e-01 4.268118017759954252e-01 3.481012658227847778e-01 8.333333333333332871e-02
1.000000000000000000e+00 7.291666666666666297e-01 5.689655172413793371e-01 6.892008020624462716e-01 1.898734177215189722e-01 5.000000000000000000e-01
1.000000000000000000e+00 7.291666666666666297e-01 6.839080459770114917e-01 5.855055857920367091e-01 1.582278481012658056e-01 0.000000000000000000e+00
1.000000000000000000e+00 9.348958333333333703e-01 9.310344827586206629e-01 8.547694070466914651e-01 1.265822784810126389e-01 1.666666666666666574e-01
5.999999999999999778e-01 4.687500000000000000e-01 3.103448275862069061e-01 6.107132626754511184e-01 5.063291139240505556e-01 3.333333333333333148e-01
2.000000000000000111e-01 7.291666666666667129e-02 1.264367816091954144e-01 1.392151246061300585e-01 4.810126582278481666e-01 6.666666666666666297e-01
5.999999999999999778e-01 4.218750000000000000e-01 2.528735632183908288e-01 4.629046118590661729e-01 5.822784810126581112e-01 7.500000000000000000e-01
5.999999999999999778e-01 3.359375000000000000e-01 2.528735632183908288e-01 2.861644228014895708e-01 3.797468354430379445e-01 0.000000000000000000e+00
5.999999999999999778e-01 4.036458333333333148e-01 3.103448275862069061e-01 4.537381839014609231e-01 4.050632911392405000e-01 5.000000000000000000e-01
5.999999999999999778e-01 4.218750000000000000e-01 2.528735632183908288e-01 4.471498138069320838e-01 5.189873417721517779e-01 6.666666666666666297e-01
2.000000000000000111e-01 1.302083333333333426e-01 1.896551724137930939e-01 2.795760527069607315e-01 6.075949367088607778e-01 1.000000000000000000e+00
5.999999999999999778e-01 3.385416666666666852e-01 2.011494252873563260e-01 3.904325408192494962e-01 5.443037974683544444e-01 5.000000000000000000e-01
5.999999999999999778e-01 3.385416666666666852e-01 2.241379310344827624e-01 4.070466914924090740e-01 4.873417721518986667e-01 6.666666666666666297e-01
2.000000000000000111e-01 7.291666666666667129e-02 2.126436781609195303e-01 1.220280721856201595e-01 4.367088607594936667e-01 5.833333333333333703e-01
2.000000000000000111e-01 5.208333333333333565e-02 1.149425287356321823e-02 9.624749355485534563e-02 7.911392405063291111e-01 6.666666666666666297e-01
1.000000000000000000e+00 5.000000000000000000e-01 3.678160919540229834e-01 4.503007734173589127e-01 2.848101265822784445e-01 4.166666666666666852e-01
1.000000000000000000e+00 6.458333333333333703e-01 5.977011494252874035e-01 6.095674591807505038e-01 2.215189873417721389e-01 2.500000000000000000e-01
2.000000000000000111e-01 2.109375000000000000e-01 2.528735632183908288e-01 2.947579490117445133e-01 4.746835443037974445e-01 8.333333333333333703e-01
