0.57157,0.93823,1.0216,1.045
0.63456,0.97363,1.0158,1.0757
0.70418,0.99906,1.01,1.1101
0.77344,1.0152,1.0073,1.1407
0.83724,1.0233,1.0107,1.1608
0.89263,1.0248,1.0229,1.1671
0.93823,1.0216,1.045,1.161
0.97363,1.0158,1.0757,1.146
0.99906,1.01,1.1101,1.1263
1.0152,1.0073,1.1407,1.1053
1.0233,1.0107,1.1608,1.0858
1.0248,1.0229,1.1671,1.0693
1.0216,1.045,1.161,1.0567
1.0158,1.0757,1.146,1.0474
1.01,1.1101,1.1263,1.0401
1.0073,1.1407,1.1053,1.0322
1.0107,1.1608,1.0858,1.0204
1.0229,1.1671,1.0693,1.0012
1.045,1.161,1.0567,0.97249
1.0757,1.146,1.0474,0.93495
1.1101,1.1263,1.0401,0.89187
1.1407,1.1053,1.0322,0.8476
1.1608,1.0858,1.0204,0.80598
1.1671,1.0693,1.0012,0.76983
1.161,1.0567,0.97249,0.74101
1.146,1.0474,0.93495,0.72052
1.1263,1.0401,0.89187,0.70847
1.1053,1.0322,0.8476,0.70411
1.0858,1.0204,0.80598,0.70598
1.0693,1.0012,0.76983,0.71233
1.0567,0.97249,0.74101,0.72153
1.0474,0.93495,0.72052,0.73263
1.0401,0.89187,0.70847,0.74569
1.0322,0.8476,0.70411,0.76206
1.0204,0.80598,0.70598,0.78426
1.0012,0.76983,0.71233,0.815
0.97249,0.74101,0.72153,0.85525
0.93495,0.72052,0.73263,0.90261
0.89187,0.70847,0.74569,0.95212
0.8476,0.70411,0.76206,0.99901
0.80598,0.70598,0.78426,1.0405
0.76983,0.71233,0.815,1.0758
0.74101,0.72153,0.85525,1.1056
0.72052,0.73263,0.90261,1.131
0.70847,0.74569,0.95212,1.1535
0.70411,0.76206,0.99901,1.1741
0.70598,0.78426,1.0405,1.1935
0.71233,0.815,1.0758,1.2122
0.72153,0.85525,1.1056,1.2304
0.73263,0.90261,1.131,1.248
0.74569,0.95212,1.1535,1.2653
0.76206,0.99901,1.1741,1.2821
0.78426,1.0405,1.1935,1.2974
0.815,1.0758,1.2122,1.3086
0.85525,1.1056,1.2304,1.3105
0.90261,1.131,1.248,1.2981
0.95212,1.1535,1.2653,1.2701
0.99901,1.1741,1.2821,1.2289
1.0405,1.1935,1.2974,1.1785
1.0758,1.2122,1.3086,1.1228
1.1056,1.2304,1.3105,1.0646
1.131,1.248,1.2981,1.0057
1.1535,1.2653,1.2701,0.94742
1.1741,1.2821,1.2289,0.89034
1.1935,1.2974,1.1785,0.835
1.2122,1.3086,1.1228,0.78171
1.2304,1.3105,1.0646,0.73068
1.248,1.2981,1.0057,0.68205
1.2653,1.2701,0.94742,0.63592
1.2821,1.2289,0.89034,0.59241
1.2974,1.1785,0.835,0.55188
1.3086,1.1228,0.78171,0.51501
1.3105,1.0646,0.73068,0.48293
1.2981,1.0057,0.68205,0.45724
1.2701,0.94742,0.63592,0.44014
1.2289,0.89034,0.59241,0.43462
1.1785,0.835,0.55188,0.44433
1.1228,0.78171,0.51501,0.47264
1.0646,0.73068,0.48293,0.52063
1.0057,0.68205,0.45724,0.58502
0.94742,0.63592,0.44014,0.65841
0.89034,0.59241,0.43462,0.73219
0.835,0.55188,0.44433,0.79961
0.78171,0.51501,0.47264,0.85681
0.73068,0.48293,0.52063,0.90231
0.68205,0.45724,0.58502,0.93618
0.63592,0.44014,0.65841,0.95925
0.59241,0.43462,0.73219,0.97272
0.55188,0.44433,0.79961,0.97805
0.51501,0.47264,0.85681,0.97683
0.48293,0.52063,0.90231,0.97086
0.45724,0.58502,0.93618,0.96222
0.44014,0.65841,0.95925,0.95335
0.43462,0.73219,0.97272,0.94717
0.44433,0.79961,0.97805,0.94694
0.47264,0.85681,0.97683,0.95577
0.52063,0.90231,0.97086,0.97564
0.58502,0.93618,0.96222,1.0062
0.65841,0.95925,0.95335,1.0439
0.73219,0.97272,0.94717,1.0821
0.79961,0.97805,0.94694,1.1135
0.85681,0.97683,0.95577,1.134
0.90231,0.97086,0.97564,1.1436
0.93618,0.96222,1.0062,1.1447
0.95925,0.95335,1.0439,1.1411
0.97272,0.94717,1.0821,1.1359
0.97805,0.94694,1.1135,1.1316
0.97683,0.95577,1.134,1.1298
0.97086,0.97564,1.1436,1.1313
0.96222,1.0062,1.1447,1.1356
0.95335,1.0439,1.1411,1.1416
0.94717,1.0821,1.1359,1.147
0.94694,1.1135,1.1316,1.1491
0.95577,1.134,1.1298,1.144
0.97564,1.1436,1.1313,1.1279
1.0062,1.1447,1.1356,1.0989
1.0439,1.1411,1.1416,1.0586
1.0821,1.1359,1.147,1.0118
1.1135,1.1316,1.1491,0.96331
1.134,1.1298,1.144,0.91675
1.1436,1.1313,1.1279,0.8743
1.1447,1.1356,1.0989,0.8369
1.1411,1.1416,1.0586,0.80451
1.1359,1.147,1.0118,0.77644
1.1316,1.1491,0.96331,0.75153
1.1298,1.144,0.91675,0.72858
1.1313,1.1279,0.8743,0.70656
1.1356,1.0989,0.8369,0.68498
1.1416,1.0586,0.80451,0.66396
1.147,1.0118,0.77644,0.64441
1.1491,0.96331,0.75153,0.62809
1.144,0.91675,0.72858,0.61788
1.1279,0.8743,0.70656,0.61771
1.0989,0.8369,0.68498,0.63172
1.0586,0.80451,0.66396,0.66224
1.0118,0.77644,0.64441,0.70783
0.96331,0.75153,0.62809,0.7634
0.91675,0.72858,0.61788,0.82272
0.8743,0.70656,0.61771,0.88073
0.8369,0.68498,0.63172,0.93442
0.80451,0.66396,0.66224,0.98238
0.77644,0.64441,0.70783,1.0242
0.75153,0.62809,0.7634,1.0597
0.72858,0.61788,0.82272,1.0893
0.70656,0.61771,0.88073,1.1131
0.68498,0.63172,0.93442,1.1315
0.66396,0.66224,0.98238,1.145
0.64441,0.70783,1.0242,1.1544
0.62809,0.7634,1.0597,1.1612
0.61788,0.82272,1.0893,1.1673
0.61771,0.88073,1.1131,1.1753
0.63172,0.93442,1.1315,1.1875
0.66224,0.98238,1.145,1.2051
0.70783,1.0242,1.1544,1.2265
0.7634,1.0597,1.1612,1.2469
0.82272,1.0893,1.1673,1.2591
0.88073,1.1131,1.1753,1.2573
0.93442,1.1315,1.1875,1.2394
0.98238,1.145,1.2051,1.2073
1.0242,1.1544,1.2265,1.1648
1.0597,1.1612,1.2469,1.1158
1.0893,1.1673,1.2591,1.0637
1.1131,1.1753,1.2573,1.011
1.1315,1.1875,1.2394,0.95947
1.145,1.2051,1.2073,0.91039
1.1544,1.2265,1.1648,0.86424
1.1612,1.2469,1.1158,0.82098
1.1673,1.2591,1.0637,0.77996
1.1753,1.2573,1.011,0.74012
1.1875,1.2394,0.95947,0.70044
1.2051,1.2073,0.91039,0.6606
1.2265,1.1648,0.86424,0.62127
1.2469,1.1158,0.82098,0.5839
1.2591,1.0637,0.77996,0.55035
1.2573,1.011,0.74012,0.52267
1.2394,0.95947,0.70044,0.50324
1.2073,0.91039,0.6606,0.49495
1.1648,0.86424,0.62127,0.50105
1.1158,0.82098,0.5839,0.5243
1.0637,0.77996,0.55035,0.56538
1.011,0.74012,0.52267,0.6215
0.95947,0.70044,0.50324,0.68692
0.91039,0.6606,0.49495,0.75501
0.86424,0.62127,0.50105,0.82033
0.82098,0.5839,0.5243,0.8793
0.77996,0.55035,0.56538,0.92987
0.74012,0.52267,0.6215,0.971
0.70044,0.50324,0.68692,1.0024
0.6606,0.49495,0.75501,1.0242
0.62127,0.50105,0.82033,1.0374
0.5839,0.5243,0.8793,1.0431
0.55035,0.56538,0.92987,1.0432
0.52267,0.6215,0.971,1.0396
0.50324,0.68692,1.0024,1.0348
0.49495,0.75501,1.0242,1.0316
0.50105,0.82033,1.0374,1.033
0.5243,0.8793,1.0431,1.042
0.56538,0.92987,1.0432,1.0601
0.6215,0.971,1.0396,1.087
0.68692,1.0024,1.0348,1.1191
0.75501,1.0242,1.0316,1.1498
0.82033,1.0374,1.033,1.1715
0.8793,1.0431,1.042,1.1793
0.92987,1.0432,1.0601,1.173
0.971,1.0396,1.087,1.1556
1.0024,1.0348,1.1191,1.1315
1.0242,1.0316,1.1498,1.1046
1.0374,1.033,1.1715,1.0781
1.0431,1.042,1.1793,1.0541
1.0432,1.0601,1.173,1.0338
1.0396,1.087,1.1556,1.0172
1.0348,1.1191,1.1315,1.0034
1.0316,1.1498,1.1046,0.99041
1.033,1.1715,1.0781,0.97521
1.042,1.1793,1.0541,0.95465
1.0601,1.173,1.0338,0.92645
1.087,1.1556,1.0172,0.89049
1.1191,1.1315,1.0034,0.84919
1.1498,1.1046,0.99041,0.80637
1.1715,1.0781,0.97521,0.76582
1.1793,1.0541,0.95465,0.73058
1.173,1.0338,0.92645,0.70297
1.1556,1.0172,0.89049,0.68457
1.1315,1.0034,0.84919,0.67617
1.1046,0.99041,0.80637,0.67755
1.0781,0.97521,0.76582,0.68754
1.0541,0.95465,0.73058,0.7043
1.0338,0.92645,0.70297,0.72584
1.0172,0.89049,0.68457,0.75062
1.0034,0.84919,0.67617,0.77798
0.99041,0.80637,0.67755,0.80834
0.97521,0.76582,0.68754,0.84297
0.95465,0.73058,0.7043,0.88304
0.92645,0.70297,0.72584,0.92804
0.89049,0.68457,0.75062,0.97497
0.84919,0.67617,0.77798,1.0197
0.80637,0.67755,0.80834,1.0589
0.76582,0.68754,0.84297,1.0914
0.73058,0.7043,0.88304,1.1175
0.70297,0.72584,0.92804,1.1386
0.68457,0.75062,0.97497,1.1564
0.67617,0.77798,1.0197,1.1728
0.67755,0.80834,1.0589,1.189
0.68754,0.84297,1.0914,1.206
0.7043,0.88304,1.1175,1.224
0.72584,0.92804,1.1386,1.2427
0.75062,0.97497,1.1564,1.2614
0.77798,1.0197,1.1728,1.2788
0.80834,1.0589,1.189,1.2929
0.84297,1.0914,1.206,1.3004
0.88304,1.1175,1.224,1.2965
0.92804,1.1386,1.2427,1.2776
0.97497,1.1564,1.2614,1.2436
1.0197,1.1728,1.2788,1.1979
1.0589,1.189,1.2929,1.145
1.0914,1.206,1.3004,1.0887
1.1175,1.224,1.2965,1.0316
1.1386,1.2427,1.2776,0.97516
1.1564,1.2614,1.2436,0.92005
1.1728,1.2788,1.1979,0.86655
1.189,1.2929,1.145,0.81466
1.206,1.3004,1.0887,0.76439
1.224,1.2965,1.0316,0.71583
1.2427,1.2776,0.97516,0.66915
1.2614,1.2436,0.92005,0.62464
1.2788,1.1979,0.86655,0.58271
1.2929,1.145,0.81466,0.54395
1.3004,1.0887,0.76439,0.50931
1.2965,1.0316,0.71583,0.48016
1.2776,0.97516,0.66915,0.45851
1.2436,0.92005,0.62464,0.44705
1.1979,0.86655,0.58271,0.44922
1.145,0.81466,0.54395,0.4685
1.0887,0.76439,0.50931,0.50693
1.0316,0.71583,0.48016,0.5631
0.97516,0.66915,0.45851,0.63157
0.92005,0.62464,0.44705,0.70461
0.86655,0.58271,0.44922,0.77492
0.81466,0.54395,0.4685,0.83738
0.76439,0.50931,0.50693,0.88929
0.71583,0.48016,0.5631,0.92977
0.66915,0.45851,0.63157,0.95911
0.62464,0.44705,0.70461,0.97824
0.58271,0.44922,0.77492,0.98844
0.54395,0.4685,0.83738,0.9912
0.50931,0.50693,0.88929,0.9882
0.48016,0.5631,0.92977,0.98139
0.45851,0.63157,0.95911,0.97306
0.44705,0.70461,0.97824,0.96593
0.44922,0.77492,0.98844,0.96313
0.4685,0.83738,0.9912,0.96785
0.50693,0.88929,0.9882,0.98258
0.5631,0.92977,0.98139,1.0081
0.63157,0.95911,0.97306,1.0423
0.70461,0.97824,0.96593,1.0799
0.77492,0.98844,0.96313,1.1134
0.83738,0.9912,0.96785,1.1367
0.88929,0.9882,0.98258,1.1479
0.92977,0.98139,1.0081,1.1487
0.95911,0.97306,1.0423,1.1427
0.97824,0.96593,1.0799,1.1335
0.98844,0.96313,1.1134,1.1241
0.9912,0.96785,1.1367,1.1168
0.9882,0.98258,1.1479,1.1126
0.98139,1.0081,1.1487,1.1119
0.97306,1.0423,1.1427,1.1138
0.96593,1.0799,1.1335,1.1165
0.96313,1.1134,1.1241,1.1172
0.96785,1.1367,1.1168,1.1126
0.98258,1.1479,1.1126,1.0988
1.0081,1.1487,1.1119,1.0732
1.0423,1.1427,1.1138,1.0361
1.0799,1.1335,1.1165,0.99148
1.1134,1.1241,1.1172,0.94413
1.1367,1.1168,1.1126,0.89822
1.1479,1.1126,1.0988,0.85646
1.1487,1.1119,1.0732,0.8203
1.1427,1.1138,1.0361,0.79017
1.1335,1.1165,0.99148,0.76566
1.1241,1.1172,0.94413,0.74571
1.1168,1.1126,0.89822,0.72894
1.1126,1.0988,0.85646,0.714
1.1119,1.0732,0.8203,0.69988
1.1138,1.0361,0.79017,0.68628
1.1165,0.99148,0.76566,0.67374
1.1172,0.94413,0.74571,0.66382
1.1126,0.89822,0.72894,0.65929
1.0988,0.85646,0.714,0.66405
1.0732,0.8203,0.69988,0.68213
1.0361,0.79017,0.68628,0.71561
0.99148,0.76566,0.67374,0.76249
0.94413,0.74571,0.66382,0.81733
0.89822,0.72894,0.65929,0.87401
0.85646,0.714,0.66405,0.92803
0.8203,0.69988,0.68213,0.97707
0.79017,0.68628,0.71561,1.0204
0.76566,0.67374,0.76249,1.058
0.74571,0.66382,0.81733,1.0905
0.72894,0.65929,0.87401,1.118
0.714,0.66405,0.92803,1.1412
0.69988,0.68213,0.97707,1.1603
0.68628,0.71561,1.0204,1.1757
0.67374,0.76249,1.058,1.1881
0.66382,0.81733,1.0905,1.1986
0.65929,0.87401,1.118,1.2088
0.66405,0.92803,1.1412,1.2208
0.68213,0.97707,1.1603,1.2362
0.71561,1.0204,1.1757,1.2547
0.76249,1.058,1.1881,1.2726
0.81733,1.0905,1.1986,1.2835
0.87401,1.118,1.2088,1.2812
0.92803,1.1412,1.2208,1.263
0.97707,1.1603,1.2362,1.2301
1.0204,1.1757,1.2547,1.1861
1.058,1.1881,1.2726,1.1347
1.0905,1.1986,1.2835,1.0792
1.118,1.2088,1.2812,1.0223
1.1412,1.2208,1.263,0.96571
1.1603,1.2362,1.2301,0.91083
1.1757,1.2547,1.1861,0.8584
1.1881,1.2726,1.1347,0.80876
1.1986,1.2835,1.0792,0.76182
1.2088,1.2812,1.0223,0.71714
1.2208,1.263,0.96571,0.6741
1.2362,1.2301,0.91083,0.63233
1.2547,1.1861,0.8584,0.59212
1.2726,1.1347,0.80876,0.55437
1.2835,1.0792,0.76182,0.5205
1.2812,1.0223,0.71714,0.49219
1.263,0.96571,0.6741,0.47156
1.2301,0.91083,0.63233,0.46136
1.1861,0.8584,0.59212,0.46506
1.1347,0.80876,0.55437,0.48615
1.0792,0.76182,0.5205,0.52651
1.0223,0.71714,0.49219,0.58418
0.96571,0.6741,0.47156,0.65303
0.91083,0.63233,0.46136,0.72511
0.8584,0.59212,0.46506,0.79358
0.80876,0.55437,0.48615,0.85409
0.76182,0.5205,0.52651,0.90456
0.71714,0.49219,0.58418,0.94434
0.6741,0.47156,0.65303,0.97361
0.63233,0.46136,0.72511,0.99306
0.59212,0.46506,0.79358,1.0038
0.55437,0.48615,0.85409,1.0072
0.5205,0.52651,0.90456,1.0049
0.49219,0.58418,0.94434,0.999
0.47156,0.65303,0.97361,0.9917
0.46136,0.72511,0.99306,0.9858
0.46506,0.79358,1.0038,0.98445
0.48615,0.85409,1.0072,0.99081
0.52651,0.90456,1.0049,1.0072
0.58418,0.94434,0.999,1.0339
0.65303,0.97361,0.9917,1.0682
0.72511,0.99306,0.9858,1.104
0.79358,1.0038,0.98445,1.1336
0.85409,1.0072,0.99081,1.1517
0.90456,1.0049,1.0072,1.157
0.94434,0.999,1.0339,1.1519
0.97361,0.9917,1.0682,1.1401
0.99306,0.9858,1.104,1.1253
1.0038,0.98445,1.1336,1.1106
1.0072,0.99081,1.1517,1.0982
1.0049,1.0072,1.157,1.0893
0.999,1.0339,1.1519,1.0839
0.9917,1.0682,1.1401,1.0813
0.9858,1.104,1.1253,1.0794
0.98445,1.1336,1.1106,1.0753
0.99081,1.1517,1.0982,1.0654
1.0072,1.157,1.0893,1.0461
1.0339,1.1519,1.0839,1.0159
1.0682,1.1401,1.0813,0.97616
