2412	30.4	7.07	101.6	100	2412	365	35.17	70750	73.87	248.6	8.4214	83.255	-5.8153	8.131	82.216	-4.953	2081	42.3	5.31	119.5	100	2099	365.3	34.82	93070	72.71	347.6	9.4846	87.899	-5.8972	9.1431	88.468	-4.931	1840	28.4	4.86	103.7	100	1844	365.3	34.25	62310	74.02	242.6	8.5631	81.046	-6.2951	8.0389	81.007	-5.1504	1655	30.4	3.05	112.5	100	1664	364.5	34.51	61530	76.7	223.6	8.0383	73.257	-6.3054	7.915	73.852	-5.4646	1885	16.7	6.24	71.9	101	1858	368.5	34.76	70220	76.46	252.3	6.4599	71.063	-5.7273	6.4648	70.691	-5.1983	2265	28.2	5.32	107.8	100	2271	366.9	34.44	83060	75.29	320.2	9.6073	97.49	-6.0066	9.3542	96.795	-5.1465	1668	34.2	2.84	111.4	100	1684	359.9	33.5	58850	77.56	249.8	7.9068	70.508	-6.0381	7.8037	70.69	-5.4683	1331	14.9	4.35	87.5	100	1320	358.9	33.95	35440	90.96	129.5	6.2936	60.421	-6.8989	6.1024	60.607	-5.8108	1788	22.6	5.45	94.9	100	1781	357.9	34.38	56150	78.46	211.4	6.8648	66.767	-5.9068	6.7601	67.099	-5.3729	1923	26.2	4.48	100.9	100	1923	355.3	34.46	57820	76.69	217.7	8.2994	82.26	-6.2402	8.1763	82.518	-5.5241	173.5
2398	35	5.67	105.6	100	2402	362.9	34.31	46900	92.62	173.5	8.5916	84.54	-5.2877	8.402	84.736	-4.5717	2412	30.4	7.07	101.6	100	2412	365	35.17	70750	73.87	248.6	8.4214	83.255	-5.8153	8.131	82.216	-4.953	2081	42.3	5.31	119.5	100	2099	365.3	34.82	93070	72.71	347.6	9.4846	87.899	-5.8972	9.1431	88.468	-4.931	1840	28.4	4.86	103.7	100	1844	365.3	34.25	62310	74.02	242.6	8.5631	81.046	-6.2951	8.0389	81.007	-5.1504	1655	30.4	3.05	112.5	100	1664	364.5	34.51	61530	76.7	223.6	8.0383	73.257	-6.3054	7.915	73.852	-5.4646	1885	16.7	6.24	71.9	101	1858	368.5	34.76	70220	76.46	252.3	6.4599	71.063	-5.7273	6.4648	70.691	-5.1983	2265	28.2	5.32	107.8	100	2271	366.9	34.44	83060	75.29	320.2	9.6073	97.49	-6.0066	9.3542	96.795	-5.1465	1668	34.2	2.84	111.4	100	1684	359.9	33.5	58850	77.56	249.8	7.9068	70.508	-6.0381	7.8037	70.69	-5.4683	1331	14.9	4.35	87.5	100	1320	358.9	33.95	35440	90.96	129.5	6.2936	60.421	-6.8989	6.1024	60.607	-5.8108	1788	22.6	5.45	94.9	100	1781	357.9	34.38	56150	78.46	211.4	6.8648	66.767	-5.9068	6.7601	67.099	-5.3729	263
2270	27.1	5.67	97	101	2266	361.2	33.83	70000	83.82	263	7.9296	78.312	-5.737	7.6911	78.766	-4.8533	2398	35	5.67	105.6	100	2402	362.9	34.31	46900	92.62	173.5	8.5916	84.54	-5.2877	8.402	84.736	-4.5717	2412	30.4	7.07	101.6	100	2412	365	35.17	70750	73.87	248.6	8.4214	83.255	-5.8153	8.131	82.216	-4.953	2081	42.3	5.31	119.5	100	2099	365.3	34.82	93070	72.71	347.6	9.4846	87.899	-5.8972	9.1431	88.468	-4.931	1840	28.4	4.86	103.7	100	1844	365.3	34.25	62310	74.02	242.6	8.5631	81.046	-6.2951	8.0389	81.007	-5.1504	1655	30.4	3.05	112.5	100	1664	364.5	34.51	61530	76.7	223.6	8.0383	73.257	-6.3054	7.915	73.852	-5.4646	1885	16.7	6.24	71.9	101	1858	368.5	34.76	70220	76.46	252.3	6.4599	71.063	-5.7273	6.4648	70.691	-5.1983	2265	28.2	5.32	107.8	100	2271	366.9	34.44	83060	75.29	320.2	9.6073	97.49	-6.0066	9.3542	96.795	-5.1465	1668	34.2	2.84	111.4	100	1684	359.9	33.5	58850	77.56	249.8	7.9068	70.508	-6.0381	7.8037	70.69	-5.4683	1331	14.9	4.35	87.5	100	1320	358.9	33.95	35440	90.96	129.5	6.2936	60.421	-6.8989	6.1024	60.607	-5.8108	239.7
1946	22.6	5.43	93.4	100	1935	358.1	34.22	67310	83.42	239.7	7.2373	73.196	-5.6137	7.1517	73.462	-5.0105	2270	27.1	5.67	97	101	2266	361.2	33.83	70000	83.82	263	7.9296	78.312	-5.737	7.6911	78.766	-4.8533	2398	35	5.67	105.6	100	2402	362.9	34.31	46900	92.62	173.5	8.5916	84.54	-5.2877	8.402	84.736	-4.5717	2412	30.4	7.07	101.6	100	2412	365	35.17	70750	73.87	248.6	8.4214	83.255	-5.8153	8.131	82.216	-4.953	2081	42.3	5.31	119.5	100	2099	365.3	34.82	93070	72.71	347.6	9.4846	87.899	-5.8972	9.1431	88.468	-4.931	1840	28.4	4.86	103.7	100	1844	365.3	34.25	62310	74.02	242.6	8.5631	81.046	-6.2951	8.0389	81.007	-5.1504	1655	30.4	3.05	112.5	100	1664	364.5	34.51	61530	76.7	223.6	8.0383	73.257	-6.3054	7.915	73.852	-5.4646	1885	16.7	6.24	71.9	101	1858	368.5	34.76	70220	76.46	252.3	6.4599	71.063	-5.7273	6.4648	70.691	-5.1983	2265	28.2	5.32	107.8	100	2271	366.9	34.44	83060	75.29	320.2	9.6073	97.49	-6.0066	9.3542	96.795	-5.1465	1668	34.2	2.84	111.4	100	1684	359.9	33.5	58850	77.56	249.8	7.9068	70.508	-6.0381	7.8037	70.69	-5.4683	242.6
1951	45.1	4.41	121	100	1977	355.9	34.2	66960	73.79	242.6	8.3167	71.591	-6.3409	8.1646	72.465	-5.4728	1946	22.6	5.43	93.4	100	1935	358.1	34.22	67310	83.42	239.7	7.2373	73.196	-5.6137	7.1517	73.462	-5.0105	2270	27.1	5.67	97	101	2266	361.2	33.83	70000	83.82	263	7.9296	78.312	-5.737	7.6911	78.766	-4.8533	2398	35	5.67	105.6	100	2402	362.9	34.31	46900	92.62	173.5	8.5916	84.54	-5.2877	8.402	84.736	-4.5717	2412	30.4	7.07	101.6	100	2412	365	35.17	70750	73.87	248.6	8.4214	83.255	-5.8153	8.131	82.216	-4.953	2081	42.3	5.31	119.5	100	2099	365.3	34.82	93070	72.71	347.6	9.4846	87.899	-5.8972	9.1431	88.468	-4.931	1840	28.4	4.86	103.7	100	1844	365.3	34.25	62310	74.02	242.6	8.5631	81.046	-6.2951	8.0389	81.007	-5.1504	1655	30.4	3.05	112.5	100	1664	364.5	34.51	61530	76.7	223.6	8.0383	73.257	-6.3054	7.915	73.852	-5.4646	1885	16.7	6.24	71.9	101	1858	368.5	34.76	70220	76.46	252.3	6.4599	71.063	-5.7273	6.4648	70.691	-5.1983	2265	28.2	5.32	107.8	100	2271	366.9	34.44	83060	75.29	320.2	9.6073	97.49	-6.0066	9.3542	96.795	-5.1465	215.2
2452	38.1	4.43	108.1	100	2458	361.2	35.05	57900	85.17	215.2	8.6544	81.223	-5.6214	8.1773	81.718	-4.6584	1951	45.1	4.41	121	100	1977	355.9	34.2	66960	73.79	242.6	8.3167	71.591	-6.3409	8.1646	72.465	-5.4728	1946	22.6	5.43	93.4	100	1935	358.1	34.22	67310	83.42	239.7	7.2373	73.196	-5.6137	7.1517	73.462	-5.0105	2270	27.1	5.67	97	101	2266	361.2	33.83	70000	83.82	263	7.9296	78.312	-5.737	7.6911	78.766	-4.8533	2398	35	5.67	105.6	100	2402	362.9	34.31	46900	92.62	173.5	8.5916	84.54	-5.2877	8.402	84.736	-4.5717	2412	30.4	7.07	101.6	100	2412	365	35.17	70750	73.87	248.6	8.4214	83.255	-5.8153	8.131	82.216	-4.953	2081	42.3	5.31	119.5	100	2099	365.3	34.82	93070	72.71	347.6	9.4846	87.899	-5.8972	9.1431	88.468	-4.931	1840	28.4	4.86	103.7	100	1844	365.3	34.25	62310	74.02	242.6	8.5631	81.046	-6.2951	8.0389	81.007	-5.1504	1655	30.4	3.05	112.5	100	1664	364.5	34.51	61530	76.7	223.6	8.0383	73.257	-6.3054	7.915	73.852	-5.4646	1885	16.7	6.24	71.9	101	1858	368.5	34.76	70220	76.46	252.3	6.4599	71.063	-5.7273	6.4648	70.691	-5.1983	214.7
2071	21.8	6.96	87.8	99	2054	363.3	34.6	58010	82.71	214.7	6.7119	68.29	-6.1628	6.7767	68.794	-5.4044	2452	38.1	4.43	108.1	100	2458	361.2	35.05	57900	85.17	215.2	8.6544	81.223	-5.6214	8.1773	81.718	-4.6584	1951	45.1	4.41	121	100	1977	355.9	34.2	66960	73.79	242.6	8.3167	71.591	-6.3409	8.1646	72.465	-5.4728	1946	22.6	5.43	93.4	100	1935	358.1	34.22	67310	83.42	239.7	7.2373	73.196	-5.6137	7.1517	73.462	-5.0105	2270	27.1	5.67	97	101	2266	361.2	33.83	70000	83.82	263	7.9296	78.312	-5.737	7.6911	78.766	-4.8533	2398	35	5.67	105.6	100	2402	362.9	34.31	46900	92.62	173.5	8.5916	84.54	-5.2877	8.402	84.736	-4.5717	2412	30.4	7.07	101.6	100	2412	365	35.17	70750	73.87	248.6	8.4214	83.255	-5.8153	8.131	82.216	-4.953	2081	42.3	5.31	119.5	100	2099	365.3	34.82	93070	72.71	347.6	9.4846	87.899	-5.8972	9.1431	88.468	-4.931	1840	28.4	4.86	103.7	100	1844	365.3	34.25	62310	74.02	242.6	8.5631	81.046	-6.2951	8.0389	81.007	-5.1504	1655	30.4	3.05	112.5	100	1664	364.5	34.51	61530	76.7	223.6	8.0383	73.257	-6.3054	7.915	73.852	-5.4646	193.7
1548	45.2	4.06	123.9	100	1576	359.7	34.39	52520	82.13	193.7	8.3004	71.482	-5.9183	8.1424	71.608	-5.2621	2071	21.8	6.96	87.8	99	2054	363.3	34.6	58010	82.71	214.7	6.7119	68.29	-6.1628	6.7767	68.794	-5.4044	2452	38.1	4.43	108.1	100	2458	361.2	35.05	57900	85.17	215.2	8.6544	81.223	-5.6214	8.1773	81.718	-4.6584	1951	45.1	4.41	121	100	1977	355.9	34.2	66960	73.79	242.6	8.3167	71.591	-6.3409	8.1646	72.465	-5.4728	1946	22.6	5.43	93.4	100	1935	358.1	34.22	67310	83.42	239.7	7.2373	73.196	-5.6137	7.1517	73.462	-5.0105	2270	27.1	5.67	97	101	2266	361.2	33.83	70000	83.82	263	7.9296	78.312	-5.737	7.6911	78.766	-4.8533	2398	35	5.67	105.6	100	2402	362.9	34.31	46900	92.62	173.5	8.5916	84.54	-5.2877	8.402	84.736	-4.5717	2412	30.4	7.07	101.6	100	2412	365	35.17	70750	73.87	248.6	8.4214	83.255	-5.8153	8.131	82.216	-4.953	2081	42.3	5.31	119.5	100	2099	365.3	34.82	93070	72.71	347.6	9.4846	87.899	-5.8972	9.1431	88.468	-4.931	1840	28.4	4.86	103.7	100	1844	365.3	34.25	62310	74.02	242.6	8.5631	81.046	-6.2951	8.0389	81.007	-5.1504	197.6
1842	14.9	4.26	79.5	100	1812	361.2	33.8	52940	89.28	197.6	6.7758	75.949	-6.3842	6.7053	75.31	-5.4658	1548	45.2	4.06	123.9	100	1576	359.7	34.39	52520	82.13	193.7	8.3004	71.482	-5.9183	8.1424	71.608	-5.2621	2071	21.8	6.96	87.8	99	2054	363.3	34.6	58010	82.71	214.7	6.7119	68.29	-6.1628	6.7767	68.794	-5.4044	2452	38.1	4.43	108.1	100	2458	361.2	35.05	57900	85.17	215.2	8.6544	81.223	-5.6214	8.1773	81.718	-4.6584	1951	45.1	4.41	121	100	1977	355.9	34.2	66960	73.79	242.6	8.3167	71.591	-6.3409	8.1646	72.465	-5.4728	1946	22.6	5.43	93.4	100	1935	358.1	34.22	67310	83.42	239.7	7.2373	73.196	-5.6137	7.1517	73.462	-5.0105	2270	27.1	5.67	97	101	2266	361.2	33.83	70000	83.82	263	7.9296	78.312	-5.737	7.6911	78.766	-4.8533	2398	35	5.67	105.6	100	2402	362.9	34.31	46900	92.62	173.5	8.5916	84.54	-5.2877	8.402	84.736	-4.5717	2412	30.4	7.07	101.6	100	2412	365	35.17	70750	73.87	248.6	8.4214	83.255	-5.8153	8.131	82.216	-4.953	2081	42.3	5.31	119.5	100	2099	365.3	34.82	93070	72.71	347.6	9.4846	87.899	-5.8972	9.1431	88.468	-4.931	295.5
1588	29	3.51	114.7	100	1596	359.1	33.85	78570	78.95	295.5	7.5476	68.585	-6.0579	7.536	69.597	-5.439	1842	14.9	4.26	79.5	100	1812	361.2	33.8	52940	89.28	197.6	6.7758	75.949	-6.3842	6.7053	75.31	-5.4658	1548	45.2	4.06	123.9	100	1576	359.7	34.39	52520	82.13	193.7	8.3004	71.482	-5.9183	8.1424	71.608	-5.2621	2071	21.8	6.96	87.8	99	2054	363.3	34.6	58010	82.71	214.7	6.7119	68.29	-6.1628	6.7767	68.794	-5.4044	2452	38.1	4.43	108.1	100	2458	361.2	35.05	57900	85.17	215.2	8.6544	81.223	-5.6214	8.1773	81.718	-4.6584	1951	45.1	4.41	121	100	1977	355.9	34.2	66960	73.79	242.6	8.3167	71.591	-6.3409	8.1646	72.465	-5.4728	1946	22.6	5.43	93.4	100	1935	358.1	34.22	67310	83.42	239.7	7.2373	73.196	-5.6137	7.1517	73.462	-5.0105	2270	27.1	5.67	97	101	2266	361.2	33.83	70000	83.82	263	7.9296	78.312	-5.737	7.6911	78.766	-4.8533	2398	35	5.67	105.6	100	2402	362.9	34.31	46900	92.62	173.5	8.5916	84.54	-5.2877	8.402	84.736	-4.5717	2412	30.4	7.07	101.6	100	2412	365	35.17	70750	73.87	248.6	8.4214	83.255	-5.8153	8.131	82.216	-4.953	234.9
