5.125125125125118419e-01 1.703940362087320859e-01 2.156862745098039325e-01 1.207328324766047262e-02 1.810202962150301784e-02 2.493951237669830498e-02 1.947175631386157540e-02 3.295402822030040757e-01
1.991991991991987898e-01 5.314164004259844809e-01 5.098039215686274161e-01 1.035718993014366623e-01 1.702322179557505810e-01 1.162603139152552922e-01 1.636784268363215833e-01 2.394656625425856111e-01
6.536536536536541320e-01 1.182108626198082324e-01 2.156862745098039325e-01 1.140635297218927091e-01 1.949168038032547123e-01 1.184937030833178168e-01 1.881627144785039396e-01 2.765134274010013771e-01
6.356356356356354098e-01 1.650692225772094901e-01 5.490196078431373028e-01 5.229998681955977391e-02 8.155055768879136691e-02 1.246975618834915284e-01 8.289955658376710335e-02 1.795492475965849155e-01
4.434434434434429417e-01 4.526091586794461774e-01 9.803921568627450844e-02 4.979570317648609329e-02 6.198573779484366220e-02 5.992927600967801888e-02 6.323501060343166003e-02 2.877684445731782947e-01
3.493493493493490254e-01 6.506922257720978431e-01 2.549019607843137081e-01 2.212732305258995613e-01 2.881696836716035603e-01 2.449903840188597248e-01 2.837863890495469499e-01 1.763148094509041641e-01
7.237237237237245102e-01 7.454739084132085136e-03 7.647058823529411242e-01 4.491894029260577043e-02 5.851161089778753044e-02 4.919660028537750640e-02 5.802968960863697651e-02 2.109212286727079610e-01
6.056056056056056125e-01 1.363152289669862793e-01 3.529411764705882582e-01 4.557796230394094844e-02 7.643079173523495418e-02 6.383770705378745414e-02 6.978985926354347447e-02 2.284520213514296405e-01
3.013013013013005614e-01 5.750798722044726530e-01 9.607843137254902244e-01 4.394358771582970724e-02 1.016639239349058366e-01 8.294559215832247867e-02 9.292461924040872068e-02 5.649577247210382791e-02
2.042042042042035155e-01 5.335463258785939633e-01 4.313725490196078649e-01 2.107025174640833054e-01 2.289266776375937229e-01 2.159563248340467811e-01 2.305764411027568794e-01 4.203321333498848400e-01
2.872872872872864747e-01 6.389776357827475772e-01 8.823529411764705621e-01 3.463819691577698506e-02 4.424940574145182215e-02 2.785532601277995041e-02 4.684788895315211005e-02 1.788871877629273910e-01
5.995995995995994088e-01 1.597444089456868943e-01 4.509803921568627527e-01 3.516541452484513164e-02 8.246480160906929924e-02 7.847881382219740187e-02 8.174281858492385422e-02 1.600184825036895797e-01
6.096096096096103034e-01 1.331203407880724165e-01 8.627450980392157298e-01 4.781863714248055924e-02 7.240811848601207135e-02 9.436069235064209471e-02 7.441681125891652648e-02 2.316312878443055889e-01
2.972972972972973138e-01 6.389776357827475772e-01 3.137254901960784270e-01 9.505733491498616350e-02 1.243371731577985057e-01 1.049072523109374072e-01 1.280123385386543189e-01 1.938662914994276343e-01
4.624624624624617542e-01 4.526091586794461774e-01 2.941176470588235392e-01 7.027810728878344793e-02 8.264765039312488293e-02 9.510515540666295009e-02 8.771929824561403022e-02 2.399484145046275607e-01
6.556556556556557558e-01 1.608093716719912469e-01 1.000000000000000000e+00 6.716752339528139770e-02 1.067836898884622354e-01 7.711396488615919476e-02 1.106612685560054016e-01 7.590929780278893313e-02
6.026026026026025662e-01 1.458998935037270905e-01 7.843137254901960675e-01 2.462106234348227299e-02 4.662643993417443788e-02 5.645511508158074232e-02 4.318488529014844618e-02 1.056123363815671401e-01
1.861861861861862366e-01 5.527156549520764184e-01 1.000000000000000000e+00 8.203505997100303537e-02 1.161089778752971285e-01 7.078602890998200725e-02 1.135531135531135521e-01 2.413828774775520214e-01
6.446446446446447709e-01 1.640042598509051097e-01 5.490196078431373028e-01 3.118492157638065240e-02 3.565551289083927766e-02 3.629257398101619347e-02 3.740119529593213810e-02 3.160852953752361638e-01
3.333333333333333148e-01 5.431309904153348578e-01 3.921568627450980338e-01 7.270330829049689858e-02 1.151947339550191962e-01 7.798250511818351216e-02 1.106612685560054016e-01 1.050192411139156679e-01
6.176176176176181309e-01 1.661341853035138427e-01 8.823529411764705621e-01 8.314221695004613000e-02 7.825927957579081884e-02 6.861467832992121374e-02 8.116444958550221578e-02 7.061833629880966967e-01
6.036036036036039887e-01 1.480298189563365729e-01 7.450980392156862919e-01 4.025306445235270897e-02 6.509416712378862657e-02 7.140641478999937286e-02 6.844033159822633661e-02 4.890967021144536353e-02
5.315315315315319866e-01 5.420660276890304496e-01 3.725490196078431460e-01 6.516409648082245598e-02 1.139147924666300965e-01 2.078292698058192139e-02 2.679776363986890314e-02 3.110370891435980112e-01
2.592592592592597445e-01 7.124600638977632849e-01 7.058823529411765163e-01 4.926848556741795365e-02 5.832876211373194675e-02 4.981698616539487895e-02 5.629458261037208200e-02 2.413828774775520214e-01
2.042042042042035155e-01 5.292864749733757757e-01 5.882352941176470507e-02 1.378937656517727761e-01 2.024136039495337269e-01 1.046590979589304554e-01 1.744746481588586862e-01 3.931531978869257093e-01
5.235235235235241591e-01 2.949946751863680161e-01 2.352941176470588203e-01 2.379069460919994716e-01 3.472298409215578974e-01 3.019418078044543430e-01 3.460574513206092218e-01 2.004179252699962999e-01
6.076076076076072363e-01 1.671991480298189725e-01 6.470588235294117974e-01 1.600105443521813650e-02 2.687877125617114601e-02 2.506358955270178088e-02 2.756892230576440950e-02 2.811478462366036046e-01
6.326326326326322524e-01 1.160809371671987500e-01 4.117647058823529216e-01 9.463556082773164069e-02 9.599561162918267276e-02 9.895154786277064740e-02 1.004434162328899233e-01 4.172494172494172204e-01
7.007007007007010069e-01 5.324813631522896246e-02 4.509803921568627527e-01 5.717674970344009677e-02 9.307003108429329208e-02 5.378745579750605216e-02 8.482745324850587965e-02 1.857974372767272064e-01
5.315315315315319866e-01 2.992545260915862593e-01 6.862745098039215730e-01 2.187953077632793022e-02 3.583836167489486135e-02 5.031329486940877560e-02 3.315982263350684273e-02 6.740596681425084502e-02
3.743743743743740415e-01 2.673056443024491857e-01 2.549019607843137081e-01 1.788849347568208792e-01 2.219784238434814316e-01 1.776164774489732701e-01 1.993445151339888199e-01 1.972662446035227390e-01
1.701701701701719555e-02 8.753993610223640420e-01 6.470588235294117974e-01 5.641228417029128805e-02 7.643079173523495418e-02 6.532663316582915103e-02 7.326007326007326348e-02 1.110467441828388718e-01
6.466466466466463947e-01 1.299254526091585538e-01 4.901960784313725283e-01 6.787926716752339107e-02 7.899067471201316748e-02 6.718779080588126174e-02 8.289955658376710335e-02 2.836236741562185304e-01
