7.500000000000000000e-01 5.620915032679738577e-01 4.551724137931035252e-01 5.772357723577236088e-01 5.175438596491230836e-01 4.711538461538460898e-01 3.293250581846392522e-01 2.436548223350253894e-01 3.294117647058822373e-01 6.111111111111110494e-01 2.013422818791946456e-01 3.552631578947368363e-01 7.297297297297297147e-01 2.647058823529411797e-01 3.333333333333333148e-01
7.500000000000000000e-01 5.620915032679738577e-01 4.413793103448279687e-01 5.772357723577236088e-01 5.350877192982460562e-01 4.711538461538460898e-01 5.182311869666408333e-01 3.807106598984771328e-01 3.294117647058822373e-01 6.111111111111110494e-01 6.711409395973154390e-02 4.407894736842105088e-01 7.297297297297297147e-01 8.823529411764706454e-02 1.111111111111111049e-01
5.000000000000000000e-01 5.228758169934640820e-01 6.620689655172414811e-01 8.390243902439022960e-01 9.736842105263160407e-01 6.057692307692312816e-01 5.259891388673390011e-01 3.807106598984771328e-01 3.294117647058822373e-01 6.111111111111110494e-01 1.006711409395973228e-01 4.078947368421052544e-01 7.297297297297297147e-01 1.176470588235294101e-01 1.944444444444444475e-01
5.000000000000000000e-01 5.228758169934640820e-01 6.620689655172414811e-01 8.390243902439022960e-01 9.736842105263160407e-01 6.250000000000001110e-01 6.198603568657874430e-01 3.553299492385786906e-01 2.588235294117645080e-01 6.111111111111110494e-01 8.724832214765106120e-02 6.052631578947368363e-01 7.297297297297297147e-01 5.882352941176470507e-02 5.555555555555555247e-02
7.500000000000000000e-01 7.450980392156862919e-01 5.034482758620693055e-01 5.804878048780490740e-01 3.947368421052629417e-01 4.711538461538460898e-01 3.518231186966641055e-01 2.385786802030456788e-01 6.941176470588236169e-01 3.080808080808080107e-01 1.208053691275168401e-01 3.486842105263157632e-01 8.918918918918918859e-01 2.352941176470588203e-01 3.055555555555555802e-01
2.500000000000000000e-01 7.450980392156862919e-01 5.034482758620693055e-01 5.804878048780490740e-01 3.947368421052629417e-01 4.711538461538460898e-01 3.518231186966641055e-01 2.385786802030456788e-01 6.941176470588236169e-01 3.080808080808080107e-01 1.208053691275168401e-01 3.486842105263157632e-01 8.918918918918918859e-01 2.352941176470588203e-01 3.055555555555555802e-01
2.500000000000000000e-01 7.189542483660130712e-01 5.034482758620693055e-01 5.804878048780490740e-01 3.947368421052629417e-01 4.711538461538460898e-01 4.740108611326609989e-01 5.228426395939086424e-01 4.705882352941177516e-01 5.050505050505050830e-01 1.342281879194630878e-01 4.802631578947368363e-01 5.405405405405405705e-02 1.764705882352941291e-01 2.777777777777777901e-01
2.500000000000000000e-01 7.189542483660130712e-01 5.034482758620693055e-01 5.804878048780490740e-01 3.947368421052629417e-01 4.711538461538460898e-01 4.953452288595810438e-01 5.228426395939086424e-01 4.705882352941177516e-01 5.050505050505050830e-01 1.342281879194630878e-01 4.802631578947368363e-01 5.405405405405405705e-02 1.764705882352941291e-01 2.777777777777777901e-01
7.500000000000000000e-01 2.810457516339869288e-01 6.206896551724177397e-02 0.000000000000000000e+00 0.000000000000000000e+00 3.653846153846158629e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.242424242424241987e-01 1.677852348993288667e-01 0.000000000000000000e+00 5.135135135135134865e-01 9.411764705882352811e-01 9.722222222222222099e-01
5.000000000000000000e-01 1.307189542483660205e-01 2.724137931034484872e-01 2.406504065040652174e-01 2.894736842105265495e-01 2.500000000000001665e-01 1.497284716834755558e-01 1.472081218274111647e-01 1.411764705882349591e-01 4.646464646464646409e-01 1.744966442953020114e-01 1.447368421052631637e-01 6.756756756756756577e-01 6.764705882352941568e-01 6.944444444444444198e-01
2.500000000000000000e-01 1.960784313725490169e-02 2.724137931034484872e-01 2.878048780487807434e-01 2.894736842105265495e-01 2.500000000000001665e-01 1.633048875096974328e-01 1.472081218274111647e-01 1.411764705882349591e-01 4.646464646464646409e-01 1.744966442953020114e-01 1.447368421052631637e-01 6.756756756756756577e-01 6.764705882352941568e-01 6.944444444444444198e-01
5.000000000000000000e-01 2.614379084967320410e-01 2.448275862068968467e-01 2.634146341463417529e-01 3.070175438596489670e-01 1.346153846153844980e-01 1.505042668735453726e-01 1.472081218274111647e-01 7.058823529411774322e-02 5.252525252525253041e-01 1.617449664429530531e-01 1.315789473684210453e-01 7.297297297297297147e-01 6.470588235294117974e-01 6.388888888888888395e-01
5.000000000000000000e-01 2.614379084967320410e-01 2.448275862068968467e-01 2.634146341463417529e-01 3.070175438596489670e-01 1.346153846153844980e-01 1.505042668735453726e-01 1.472081218274111647e-01 7.058823529411774322e-02 5.252525252525253041e-01 1.610738255033557498e-01 1.315789473684210453e-01 7.297297297297297147e-01 4.705882352941176405e-01 5.555555555555555802e-01
5.000000000000000000e-01 2.614379084967320410e-01 2.448275862068968467e-01 2.634146341463417529e-01 3.070175438596489670e-01 1.346153846153844980e-01 2.482544608223428984e-01 1.878172588832487389e-01 1.411764705882349591e-01 6.060606060606061884e-01 4.026845637583890275e-02 3.552631578947368363e-01 7.297297297297297147e-01 2.647058823529411797e-01 3.333333333333333148e-01
5.000000000000000000e-01 4.575163398692810302e-01 2.448275862068968467e-01 2.634146341463417529e-01 3.070175438596489670e-01 1.153846153846156686e-01 1.858029480217222584e-01 1.472081218274111647e-01 7.058823529411774322e-02 5.252525252525253041e-01 1.610738255033557498e-01 1.315789473684210453e-01 7.297297297297297147e-01 4.705882352941176405e-01 5.555555555555555802e-01
