314,290,305,299,324
315,314,290,305,299
306,315,314,290,305
292,306,315,314,290
315,292,306,315,314
332,315,292,306,315
342,332,315,292,306
338,342,332,315,292
375,338,342,332,315
390,375,338,342,332
410,390,375,338,342
380,410,390,375,338
395,380,410,390,375
374,395,380,410,390
350,374,395,380,410
325,350,374,395,380
390,325,350,374,395
370,390,325,350,374
360,370,390,325,350
280,360,370,390,325
300,280,360,370,390
287,300,280,360,370
177,287,300,280,360
133,177,287,300,280
93,133,177,287,300
82,93,133,177,287
86,82,93,133,177
88,86,82,93,133
33,88,86,82,93
16,33,88,86,82
19,16,33,88,86
22,19,16,33,88
31,22,19,16,33
37,31,22,19,16
38,37,31,22,19
30,38,37,31,22
17,30,38,37,31
9,17,30,38,37
9,9,17,30,38
12,9,9,17,30
8,12,9,9,17
10,8,12,9,9
13,10,8,12,9
15,13,10,8,12
29,15,13,10,8
31,29,15,13,10
37,31,29,15,13
36,37,31,29,15
31,36,37,31,29
26,31,36,37,31
28,26,31,36,37
26,28,26,31,36
38,26,28,26,31
48,38,26,28,26
65,48,38,26,28
79,65,48,38,26
101,79,65,48,38
123,101,79,65,48
146,123,101,79,65
127,146,123,101,79
107,127,146,123,101
106,107,127,146,123
116,106,107,127,146
100,116,106,107,127
91,100,116,106,107
91,91,100,116,106
99,91,91,100,116
110,99,91,91,100
111,110,99,91,91
113,111,110,99,91
101,113,111,110,99
101,101,113,111,110
111,101,101,113,111
114,111,101,101,113
119,114,111,101,101
141,119,114,111,101
149,141,119,114,111
134,149,141,119,114
143,134,149,141,119
174,143,134,149,141
182,174,143,134,149
181,182,174,143,134
186,181,182,174,143
193,186,181,182,174
240,193,186,181,182
289,240,193,186,181
282,289,240,193,186
188,282,289,240,193
175,188,282,289,240
150,175,188,282,289
116,150,175,188,282
100,116,150,175,188
42,100,116,150,175
41,42,100,116,150
30,41,42,100,116
28,30,41,42,100
19,28,30,41,42
22,19,28,30,41
22,22,19,28,30
22,22,22,19,28
31,22,22,22,19
31,31,22,22,22
44,31,31,22,22
46,44,31,31,22
62,46,44,31,31
80,62,46,44,31
129,80,62,46,44
118,129,80,62,46
90,118,129,80,62
78,90,118,129,80
86,78,90,118,129
111,86,78,90,118
144,111,86,78,90
121,144,111,86,78
112,121,144,111,86
111,112,121,144,111
146,111,112,121,144
159,146,111,112,121
151,159,146,111,112
143,151,159,146,111
157,143,151,159,146
174,157,143,151,159
199,174,157,143,151
192,199,174,157,143
189,192,199,174,157
159,189,192,199,174
205,159,189,192,199
230,205,159,189,192
280,230,205,159,189
266,280,230,205,159
311,266,280,230,205
342,311,266,280,230
323,342,311,266,280
299,323,342,311,266
283,299,323,342,311
258,283,299,323,342
239,258,283,299,323
236,239,258,283,299
241,236,239,258,283
226,241,236,239,258
215,226,241,236,239
201,215,226,241,236
201,201,215,226,241
234,201,201,215,226
241,234,201,201,215
250,241,234,201,201
259,250,241,234,201
289,259,250,241,234
330,289,259,250,241
350,330,289,259,250
350,350,330,289,259
388,350,350,330,289
379,388,350,350,330
436,379,388,350,350
502,436,379,388,350
522,502,436,379,388
470,522,502,436,379
439,470,522,502,436
362,439,470,522,502
176,362,439,470,522
98,176,362,439,470
24,98,176,362,439
20,24,98,176,362
11,20,24,98,176
11,11,20,24,98
14,11,11,20,24
14,14,11,11,20
16,14,14,11,11
13,16,14,14,11
13,13,16,14,14
14,13,13,16,14
18,14,13,13,16
17,18,14,13,13
16,17,18,14,13
20,16,17,18,14
30,20,16,17,18
24,30,20,16,17
34,24,30,20,16
37,34,24,30,20
39,37,34,24,30
34,39,37,34,24
39,34,39,37,34
49,39,34,39,37
51,49,39,34,39
52,51,49,39,34
70,52,51,49,39
83,70,52,51,49
92,83,70,52,51
95,92,83,70,52
83,95,92,83,70
66,83,95,92,83
66,66,83,95,92
77,66,66,83,95
74,77,66,66,83
70,74,77,66,66
86,70,74,77,66
90,86,70,74,77
91,90,86,70,74
99,91,90,86,70
129,99,91,90,86
168,129,99,91,90
200,168,129,99,91
214,200,168,129,99
211,214,200,168,129
219,211,214,200,168
237,219,211,214,200
248,237,219,211,214
254,248,237,219,211
254,254,248,237,219
252,254,254,248,237
277,252,254,254,248
291,277,252,254,254
287,291,277,252,254
295,287,291,277,252
287,295,287,291,277
325,287,295,287,291
301,325,287,295,287
311,301,325,287,295
369,311,301,325,287
380,369,311,301,325
393,380,369,311,301
344,393,380,369,311
343,344,393,380,369
343,343,344,393,380
323,343,343,344,393
328,323,343,343,344
312,328,323,343,343
264,312,328,323,343
242,264,312,328,323
254,242,264,312,328
204,254,242,264,312
194,204,254,242,264
227,194,204,254,242
242,227,194,204,254
235,242,227,194,204
168,235,242,227,194
20,168,235,242,227
18,20,168,235,242
16,18,20,168,235
24,16,18,20,168
23,24,16,18,20
36,23,24,16,18
43,36,23,24,16
30,43,36,23,24
19,30,43,36,23
14,19,30,43,36
18,14,19,30,43
27,18,14,19,30
31,27,18,14,19
44,31,27,18,14
32,44,31,27,18
33,32,44,31,27
48,33,32,44,31
36,48,33,32,44
25,36,48,33,32
21,25,36,48,33
13,21,25,36,48
13,13,21,25,36
12,13,13,21,25
13,12,13,13,21
12,13,12,13,13
11,12,13,12,13
10,11,12,13,12
12,10,11,12,13
14,12,10,11,12
11,14,12,10,11
10,11,14,12,10
9,10,11,14,12
9,9,10,11,14
8,9,9,10,11
9,8,9,9,10
15,9,8,9,9
19,15,9,8,9
8,19,15,9,8
15,8,19,15,9
8,15,8,19,15
15,8,15,8,19
11,15,8,15,8
13,11,15,8,15
11,13,11,15,8
13,11,13,11,15
11,13,11,13,11
12,11,13,11,13
13,12,11,13,11
11,13,12,11,13
26,11,13,12,11
23,26,11,13,12
43,23,26,11,13
52,43,23,26,11
76,52,43,23,26
66,76,52,43,23
40,66,76,52,43
67,40,66,76,52
81,67,40,66,76
96,81,67,40,66
108,96,81,67,40
99,108,96,81,67
111,99,108,96,81
120,111,99,108,96
125,120,111,99,108
123,125,120,111,99
126,123,125,120,111
111,126,123,125,120
26,111,126,123,125
11,26,111,126,123
13,11,26,111,126
9,13,11,26,111
9,9,13,11,26
13,9,9,13,11
17,13,9,9,13
16,17,13,9,9
11,16,17,13,9
11,11,16,17,13
17,11,11,16,17
9,17,11,11,16
9,9,17,11,11
11,9,9,17,11
8,11,9,9,17
15,8,11,9,9
14,15,8,11,9
9,14,15,8,11
7,9,14,15,8
6,7,9,14,15
8,6,7,9,14
11,8,6,7,9
9,11,8,6,7
11,9,11,8,6
9,11,9,11,8
8,9,11,9,11
5,8,9,11,9
6,5,8,9,11
9,6,5,8,9
6,9,6,5,8
7,6,9,6,5
7,7,6,9,6
6,7,7,6,9
9,6,7,7,6
11,9,6,7,7
10,11,9,6,7
10,10,11,9,6
