1.104000000000000057e+02 -5.573400000000000354e+00 2.036000000000000000e+03 2.089999999999999858e+01 3.546000000000000227e+02
1.129000000000000057e+02 -5.461000000000000298e+00 1.993000000000000000e+03 2.969999999999999929e+01 3.541000000000000227e+02
9.970000000000000284e+01 -5.669500000000000206e+00 1.427000000000000000e+03 3.770000000000000284e+01 3.606999999999999886e+02
1.014000000000000057e+02 -5.517199999999999882e+00 1.587000000000000000e+03 2.669999999999999929e+01 3.606999999999999886e+02
1.107999999999999972e+02 -5.880600000000000271e+00 2.038000000000000000e+03 2.219999999999999929e+01 3.576000000000000227e+02
1.145999999999999943e+02 -4.978699999999999903e+00 2.130000000000000000e+03 3.080000000000000071e+01 3.616000000000000227e+02
9.990000000000000568e+01 -5.224599999999999689e+00 2.336000000000000000e+03 4.179999999999999716e+01 3.686999999999999886e+02
9.020000000000000284e+01 -4.632600000000000051e+00 2.031000000000000000e+03 2.930000000000000071e+01 3.698000000000000114e+02
1.007000000000000028e+02 -5.132200000000000095e+00 2.065000000000000000e+03 2.380000000000000071e+01 3.695000000000000000e+02
1.022999999999999972e+02 -5.033199999999999896e+00 1.345000000000000000e+03 3.060000000000000142e+01 3.718999999999999773e+02
8.150000000000000000e+01 -5.495800000000000018e+00 1.255000000000000000e+03 3.130000000000000071e+01 3.728000000000000114e+02
1.215999999999999943e+02 -5.754100000000000215e+00 1.793000000000000000e+03 1.250000000000000000e+01 3.723000000000000114e+02
1.040999999999999943e+02 -5.532199999999999562e+00 2.124000000000000000e+03 3.629999999999999716e+01 3.693999999999999773e+02
1.174000000000000057e+02 -5.133399999999999963e+00 2.186000000000000000e+03 2.789999999999999858e+01 3.681000000000000227e+02
9.579999999999999716e+01 -4.864899999999999558e+00 1.951000000000000000e+03 4.210000000000000142e+01 3.670000000000000000e+02
9.850000000000000000e+01 -5.082900000000000418e+00 1.981000000000000000e+03 2.650000000000000000e+01 3.631999999999999886e+02
1.152999999999999972e+02 -5.042500000000000426e+00 2.209000000000000000e+03 2.489999999999999858e+01 3.661000000000000227e+02
1.055999999999999943e+02 -5.082600000000000229e+00 2.431000000000000000e+03 3.720000000000000284e+01 3.703999999999999773e+02
1.080000000000000000e+02 -4.406200000000000117e+00 2.858000000000000000e+03 3.450000000000000000e+01 3.726999999999999886e+02
1.042999999999999972e+02 -4.439799999999999969e+00 2.260000000000000000e+03 4.039999999999999858e+01 3.701999999999999886e+02
6.029999999999999716e+01 -4.361399999999999721e+00 1.804000000000000000e+03 3.429999999999999716e+01 3.673999999999999773e+02
1.127999999999999972e+02 -5.145199999999999996e+00 2.343000000000000000e+03 1.250000000000000000e+01 3.693999999999999773e+02
1.170000000000000000e+02 -4.380499999999999616e+00 1.795000000000000000e+03 3.320000000000000284e+01 3.703000000000000114e+02
1.074000000000000057e+02 -5.255600000000000271e+00 1.616000000000000000e+03 4.460000000000000142e+01 3.696999999999999886e+02
7.700000000000000000e+01 -5.227999999999999758e+00 1.660000000000000000e+03 3.119999999999999929e+01 3.661999999999999886e+02
1.174000000000000057e+02 -5.516600000000000392e+00 1.738000000000000000e+03 1.490000000000000036e+01 3.583999999999999773e+02
9.790000000000000568e+01 -5.546400000000000219e+00 1.386000000000000000e+03 3.550000000000000000e+01 3.593000000000000114e+02
1.207000000000000028e+02 -5.828400000000000247e+00 2.030000000000000000e+03 2.380000000000000071e+01 3.581000000000000227e+02
1.174000000000000057e+02 -5.342699999999999783e+00 2.397000000000000000e+03 3.739999999999999858e+01 3.566000000000000227e+02
1.042000000000000028e+02 -4.803099999999999703e+00 2.245000000000000000e+03 4.500000000000000000e+01 3.546999999999999886e+02
9.809999999999999432e+01 -4.898900000000000254e+00 2.569000000000000000e+03 3.439999999999999858e+01 3.596000000000000227e+02
8.190000000000000568e+01 -4.314899999999999736e+00 2.179000000000000000e+03 2.860000000000000142e+01 3.610000000000000000e+02
1.180999999999999943e+02 -5.015600000000000058e+00 2.473000000000000000e+03 2.019999999999999929e+01 3.653000000000000114e+02
1.070000000000000000e+02 -4.383700000000000152e+00 2.603000000000000000e+03 4.229999999999999716e+01 3.706000000000000227e+02
1.037000000000000028e+02 -4.655599999999999739e+00 2.257000000000000000e+03 3.660000000000000142e+01 3.698000000000000114e+02
6.700000000000000000e+01 -4.447899999999999743e+00 1.774000000000000000e+03 3.420000000000000284e+01 3.678999999999999773e+02
1.172999999999999972e+02 -5.263799999999999812e+00 2.050000000000000000e+03 1.630000000000000071e+01 3.630000000000000000e+02
1.065999999999999943e+02 -5.100399999999999601e+00 1.426000000000000000e+03 3.829999999999999716e+01 3.625000000000000000e+02
8.190000000000000568e+01 -5.548300000000000232e+00 2.083000000000000000e+03 3.169999999999999929e+01 3.608999999999999773e+02
1.152999999999999972e+02 -5.059300000000000352e+00 2.373000000000000000e+03 1.689999999999999858e+01 3.581000000000000227e+02
9.770000000000000284e+01 -5.017999999999999794e+00 1.862000000000000000e+03 4.300000000000000000e+01 3.520000000000000000e+02
8.479999999999999716e+01 -5.317000000000000171e+00 1.649000000000000000e+03 2.950000000000000000e+01 3.526999999999999886e+02
1.000000000000000000e+02 -5.439300000000000246e+00 1.787000000000000000e+03 1.889999999999999858e+01 3.531000000000000227e+02
1.042000000000000028e+02 -5.491100000000000314e+00 1.784000000000000000e+03 2.600000000000000000e+01 3.541999999999999886e+02
9.740000000000000568e+01 -5.494100000000000428e+00 1.545000000000000000e+03 3.060000000000000142e+01 3.593999999999999773e+02
9.990000000000000568e+01 -5.865700000000000358e+00 1.622000000000000000e+03 2.150000000000000000e+01 3.581999999999999886e+02
1.019000000000000057e+02 -5.645100000000000229e+00 1.612000000000000000e+03 2.200000000000000000e+01 3.553000000000000114e+02
1.250000000000000000e+02 -6.178300000000000125e+00 1.907000000000000000e+03 2.580000000000000071e+01 3.560000000000000000e+02
8.390000000000000568e+01 -5.517699999999999605e+00 1.917000000000000000e+03 4.289999999999999858e+01 3.571000000000000227e+02
1.124000000000000057e+02 -5.637800000000000367e+00 2.451000000000000000e+03 1.980000000000000071e+01 3.570000000000000000e+02
1.174000000000000057e+02 -4.533900000000000041e+00 1.879000000000000000e+03 3.760000000000000142e+01 3.586000000000000227e+02
1.077999999999999972e+02 -5.293599999999999639e+00 1.959000000000000000e+03 4.489999999999999858e+01 3.616999999999999886e+02
9.350000000000000000e+01 -5.231399999999999828e+00 1.860000000000000000e+03 3.660000000000000142e+01 3.678999999999999773e+02
1.052999999999999972e+02 -5.472100000000000186e+00 1.392000000000000000e+03 2.369999999999999929e+01 3.693000000000000114e+02
9.459999999999999432e+01 -5.623000000000000220e+00 2.025000000000000000e+03 2.860000000000000142e+01 3.731000000000000227e+02
1.049000000000000057e+02 -5.401799999999999713e+00 1.994000000000000000e+03 1.980000000000000071e+01 3.696999999999999886e+02
9.900000000000000000e+01 -5.303799999999999848e+00 1.981000000000000000e+03 2.930000000000000071e+01 3.666999999999999886e+02
1.042000000000000028e+02 -4.884199999999999875e+00 1.990000000000000000e+03 2.900000000000000000e+01 3.653999999999999773e+02
9.720000000000000284e+01 -5.198900000000000077e+00 1.634000000000000000e+03 3.060000000000000142e+01 3.655000000000000000e+02
