0.51451,0.5785,0.66468,0.72355,0.78498,0.8942,0.95478,0.9471
0.5785,0.66468,0.72355,0.78498,0.8942,0.95478,0.9471,0.85666
0.66468,0.72355,0.78498,0.8942,0.95478,0.9471,0.85666,0.77218
0.72355,0.78498,0.8942,0.95478,0.9471,0.85666,0.77218,0.657
0.78498,0.8942,0.95478,0.9471,0.85666,0.77218,0.657,0.57765
0.8942,0.95478,0.9471,0.85666,0.77218,0.657,0.57765,0.52133
0.95478,0.9471,0.85666,0.77218,0.657,0.57765,0.52133,0.61263
0.9471,0.85666,0.77218,0.657,0.57765,0.52133,0.61263,0.61177
0.85666,0.77218,0.657,0.57765,0.52133,0.61263,0.61177,0.72355
0.77218,0.657,0.57765,0.52133,0.61263,0.61177,0.72355,0.77816
0.657,0.57765,0.52133,0.61263,0.61177,0.72355,0.77816,0.9471
0.57765,0.52133,0.61263,0.61177,0.72355,0.77816,0.9471,0.94625
0.52133,0.61263,0.61177,0.72355,0.77816,0.9471,0.94625,0.92235
0.61263,0.61177,0.72355,0.77816,0.9471,0.94625,0.92235,0.90102
0.61177,0.72355,0.77816,0.9471,0.94625,0.92235,0.90102,0.76365
0.72355,0.77816,0.9471,0.94625,0.92235,0.90102,0.76365,0.59556
0.77816,0.9471,0.94625,0.92235,0.90102,0.76365,0.59556,0.5384
0.9471,0.94625,0.92235,0.90102,0.76365,0.59556,0.5384,0.51877
0.94625,0.92235,0.90102,0.76365,0.59556,0.5384,0.51877,0.5256
0.92235,0.90102,0.76365,0.59556,0.5384,0.51877,0.5256,0.63737
0.90102,0.76365,0.59556,0.5384,0.51877,0.5256,0.63737,0.70819
0.76365,0.59556,0.5384,0.51877,0.5256,0.63737,0.70819,0.81997
0.59556,0.5384,0.51877,0.5256,0.63737,0.70819,0.81997,0.91041
0.5384,0.51877,0.5256,0.63737,0.70819,0.81997,0.91041,0.9471
0.51877,0.5256,0.63737,0.70819,0.81997,0.91041,0.9471,0.95222
0.5256,0.63737,0.70819,0.81997,0.91041,0.9471,0.95222,0.87201
0.63737,0.70819,0.81997,0.91041,0.9471,0.95222,0.87201,0.78498
0.70819,0.81997,0.91041,0.9471,0.95222,0.87201,0.78498,0.64761
0.81997,0.91041,0.9471,0.95222,0.87201,0.78498,0.64761,0.55119
0.91041,0.9471,0.95222,0.87201,0.78498,0.64761,0.55119,0.54608
0.9471,0.95222,0.87201,0.78498,0.64761,0.55119,0.54608,0.62031
0.95222,0.87201,0.78498,0.64761,0.55119,0.54608,0.62031,0.64932
0.87201,0.78498,0.64761,0.55119,0.54608,0.62031,0.64932,0.74147
0.78498,0.64761,0.55119,0.54608,0.62031,0.64932,0.74147,0.84727
0.64761,0.55119,0.54608,0.62031,0.64932,0.74147,0.84727,0.92747
0.55119,0.54608,0.62031,0.64932,0.74147,0.84727,0.92747,0.95392
0.54608,0.62031,0.64932,0.74147,0.84727,0.92747,0.95392,0.95734
0.62031,0.64932,0.74147,0.84727,0.92747,0.95392,0.95734,0.86348
0.64932,0.74147,0.84727,0.92747,0.95392,0.95734,0.86348,0.73464
0.74147,0.84727,0.92747,0.95392,0.95734,0.86348,0.73464,0.65188
0.84727,0.92747,0.95392,0.95734,0.86348,0.73464,0.65188,0.53242
0.92747,0.95392,0.95734,0.86348,0.73464,0.65188,0.53242,0.56143
0.95392,0.95734,0.86348,0.73464,0.65188,0.53242,0.56143,0.61177
0.95734,0.86348,0.73464,0.65188,0.53242,0.56143,0.61177,0.67918
0.86348,0.73464,0.65188,0.53242,0.56143,0.61177,0.67918,0.74403
0.73464,0.65188,0.53242,0.56143,0.61177,0.67918,0.74403,0.78413
0.65188,0.53242,0.56143,0.61177,0.67918,0.74403,0.78413,0.90102
0.53242,0.56143,0.61177,0.67918,0.74403,0.78413,0.90102,0.9727
0.56143,0.61177,0.67918,0.74403,0.78413,0.90102,0.9727,0.94625
0.61177,0.67918,0.74403,0.78413,0.90102,0.9727,0.94625,0.89164
0.67918,0.74403,0.78413,0.90102,0.9727,0.94625,0.89164,0.77474
0.74403,0.78413,0.90102,0.9727,0.94625,0.89164,0.77474,0.61519
0.78413,0.90102,0.9727,0.94625,0.89164,0.77474,0.61519,0.52645
0.90102,0.9727,0.94625,0.89164,0.77474,0.61519,0.52645,0.56741
0.9727,0.94625,0.89164,0.77474,0.61519,0.52645,0.56741,0.62372
0.94625,0.89164,0.77474,0.61519,0.52645,0.56741,0.62372,0.66553
0.89164,0.77474,0.61519,0.52645,0.56741,0.62372,0.66553,0.70222
0.77474,0.61519,0.52645,0.56741,0.62372,0.66553,0.70222,0.78072
0.61519,0.52645,0.56741,0.62372,0.66553,0.70222,0.78072,0.88823
0.52645,0.56741,0.62372,0.66553,0.70222,0.78072,0.88823,0.99061
0.56741,0.62372,0.66553,0.70222,0.78072,0.88823,0.99061,0.9471
0.62372,0.66553,0.70222,0.78072,0.88823,0.99061,0.9471,0.87799
0.66553,0.70222,0.78072,0.88823,0.99061,0.9471,0.87799,0.77901
0.70222,0.78072,0.88823,0.99061,0.9471,0.87799,0.77901,0.58362
0.78072,0.88823,0.99061,0.9471,0.87799,0.77901,0.58362,0.51877
0.88823,0.99061,0.9471,0.87799,0.77901,0.58362,0.51877,0.48294
0.99061,0.9471,0.87799,0.77901,0.58362,0.51877,0.48294,0.63567
0.9471,0.87799,0.77901,0.58362,0.51877,0.48294,0.63567,0.63055
0.87799,0.77901,0.58362,0.51877,0.48294,0.63567,0.63055,0.75
0.77901,0.58362,0.51877,0.48294,0.63567,0.63055,0.75,0.79096
0.58362,0.51877,0.48294,0.63567,0.63055,0.75,0.79096,0.86689
0.51877,0.48294,0.63567,0.63055,0.75,0.79096,0.86689,0.96928
0.48294,0.63567,0.63055,0.75,0.79096,0.86689,0.96928,0.92065
